"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1949-08","1949","08","23.6","","10.3","","17.0","","28.9","","6.1","S","51.1","","0.0","","51.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1949-09","1949","09","19.6","","3.7","","11.7","","27.8","","-6.1","","15.0","","0.0","T","15.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1949-10","1949","10","8.9","","-2.1","","3.4","","18.3","","-15.0","","6.6","","1.0","","7.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1949-11","1949","11","9.2","","-2.3","","3.5","","21.7","","-8.9","","13.0","","1.3","","14.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1949-12","1949","12","-12.4","","-20.6","","-16.5","","2.8","","-35.6","","0.0","T","32.3","","32.3","","20","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-01","1950","01","-23.1","","-32.4","","-27.8","","-8.9","","-44.4","","0.0","","30.5","","30.5","","33","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-02","1950","02","-7.7","","-17.4","","-12.6","","1.1","","-23.9","S","0.0","","8.9","","8.9","","30","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-03","1950","03","-2.7","","-12.0","","-7.4","","7.8","","-26.7","","0.0","T","5.1","","5.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-04","1950","04","7.1","","-3.1","","2.0","","19.4","","-10.6","","0.0","T","25.7","","25.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-05","1950","05","16.8","","3.7","","10.3","","26.1","S","-2.8","S","19.1","","0.0","","19.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-06","1950","06","23.4","","8.6","","16.0","","31.1","","2.8","S","35.6","","0.0","","35.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-07","1950","07","24.1","","11.4","","17.8","","32.8","S","6.1","","70.9","","0.0","","70.9","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-08","1950","08","20.3","","8.1","","14.2","","28.9","","0.6","","73.4","","0.0","","73.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-09","1950","09","19.6","","5.0","","12.3","","31.1","S","-1.7","","16.3","","8.1","","24.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-10","1950","10","6.9","","-2.4","","2.3","","17.2","","-8.3","","2.0","","2.8","","4.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-11","1950","11","-6.4","","-14.4","","-10.4","","12.8","","-28.9","","1.0","","19.3","","20.3","","13","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1950-12","1950","12","-6.4","","-15.9","","-11.2","","5.6","S","-31.1","","0.0","T","8.6","","8.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-01","1951","01","-12.7","","-21.8","","-17.3","","2.8","","-33.9","","0.0","","25.7","","25.7","","25","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-02","1951","02","-7.4","","-18.5","","-13.0","","5.6","","-34.4","","0.0","","37.8","","37.8","","48","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-03","1951","03","-6.7","","-16.2","","-11.5","","10.6","","-35.0","","0.8","","35.8","","36.6","","3","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-04","1951","04","8.4","","-2.5","","3.0","","20.0","","-16.1","","18.8","","17.8","","36.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-05","1951","05","17.6","","5.8","","11.7","","29.4","","1.1","S","74.7","","0.0","T","74.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-06","1951","06","18.7","","6.3","","12.5","","31.1","","1.7","","52.8","","0.0","","52.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-07","1951","07","21.9","","11.3","","16.6","","27.8","","5.6","","111.3","","0.0","","111.3","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-08","1951","08","19.2","","8.3","","13.8","","27.8","S","1.7","","43.7","","0.0","","43.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-09","1951","09","15.2","","3.1","","9.2","","26.1","S","-11.7","","11.4","","9.4","","20.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-10","1951","10","5.6","","-3.7","","1.0","","25.6","","-18.9","","6.1","","14.5","","20.6","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-11","1951","11","-1.9","","-9.6","","-5.8","","7.2","","-20.0","","2.0","","23.9","","25.9","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1951-12","1951","12","-10.3","","-18.8","","-14.6","","4.4","","-35.0","","11.2","","21.1","","32.3","","10","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-01","1952","01","-14.6","","-23.1","","-18.9","","6.7","","-35.0","S","0.0","T","44.2","","44.2","","23","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-02","1952","02","-3.0","","-14.0","","-8.5","","7.2","","-31.1","","0.0","T","15.7","","15.7","","18","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-03","1952","03","-2.5","","-12.5","","-7.5","","10.6","","-25.0","S","0.3","","11.9","","12.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-04","1952","04","14.8","","1.4","","8.1","","26.7","","-8.9","","0.5","","0.8","","1.3","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-05","1952","05","18.6","","5.7","","12.2","","24.4","S","-2.8","","27.4","","11.4","","38.9","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-06","1952","06","19.4","","8.9","","14.2","","27.2","","4.4","","119.6","","0.0","","119.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-07","1952","07","21.8","","10.5","","16.2","","28.3","","6.1","","90.7","","0.0","","90.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-08","1952","08","21.8","","9.5","","15.7","","28.9","","2.8","","45.2","","0.0","","45.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-09","1952","09","18.3","","6.5","","12.4","","30.6","","2.2","","32.0","","0.0","","32.0","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-10","1952","10","13.9","","0.7","","7.3","","24.4","","-7.8","","5.6","","0.5","","6.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-11","1952","11","4.1","","-4.5","","-0.2","","13.9","","-12.2","S","1.3","","4.3","","5.6","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1952-12","1952","12","-1.8","","-10.4","","-6.1","","11.1","","-15.6","S","0.0","","3.8","","3.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-01","1953","01","-12.6","","-20.8","","-16.7","","6.1","","-37.2","","0.0","","50.3","","50.3","","36","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-02","1953","02","0.3","","-10.7","","-5.2","","8.3","","-22.2","","0.0","T","8.6","","8.6","","10","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-03","1953","03","0.3","","-9.6","","-4.7","","11.1","","-18.3","","0.0","","44.7","","44.7","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-04","1953","04","6.9","","-3.6","","1.7","","17.2","","-13.3","S","25.7","","5.1","","30.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-05","1953","05","17.3","","4.8","","11.1","","29.4","","0.0","S","42.7","","3.6","","46.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-06","1953","06","19.2","","8.8","","14.0","","29.4","","2.8","","109.5","","0.0","","109.5","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-07","1953","07","21.9","","10.9","","16.4","","29.4","","6.1","S","190.8","","0.0","","190.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-08","1953","08","21.9","","11.4","","16.7","","29.4","","6.1","","116.3","","0.0","","116.3","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-09","1953","09","17.2","","5.5","","11.4","","26.7","","-2.8","","8.6","","0.0","T","8.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-10","1953","10","15.3","","1.0","","8.2","","21.7","S","-5.0","S","0.3","","7.6","","7.9","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-11","1953","11","4.4","","-3.5","","0.5","","11.1","","-10.0","","1.0","","8.9","","9.9","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1953-12","1953","12","0.7","","-8.9","","-4.1","","10.0","","-19.4","","4.8","","19.8","","24.6","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-01","1954","01","-18.1","","-25.9","","-22.0","","7.8","","-37.2","","0.0","","13.2","","13.2","","10","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-02","1954","02","-0.6","","-9.4","","-5.0","","13.9","","-28.3","","0.3","","8.9","","9.1","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-03","1954","03","-0.8","","-9.7","","-5.3","","7.8","","-21.7","","0.0","T","27.9","","27.9","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-04","1954","04","1.8","","-7.7","","-3.0","","18.9","","-25.6","","3.6","","22.4","","25.9","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-05","1954","05","13.9","","4.4","","9.2","","24.4","","-7.8","","81.8","","0.0","T","81.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-06","1954","06","17.5","","8.2","","12.9","","24.4","","2.8","S","76.2","","0.0","","76.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-07","1954","07","22.6","","11.4","","17.0","","31.7","","6.7","","99.6","","0.0","","99.6","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-08","1954","08","18.4","","10.2","","14.3","","25.0","","5.0","","140.7","","0.0","","140.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-09","1954","09","15.2","","5.8","","10.5","","22.2","","-3.9","","10.2","","0.0","T","10.2","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-10","1954","10","11.3","","-0.1","","5.6","","21.1","","-7.2","","5.6","","3.8","","9.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-11","1954","11","6.0","","-2.9","","1.6","","16.1","","-11.1","","1.3","","4.8","","6.1","","3","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1954-12","1954","12","0.1","","-8.6","","-4.3","","11.7","","-27.2","S","0.0","","5.1","","5.1","","3","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-01","1955","01","-3.5","","-13.1","","-8.3","","4.4","S","-24.4","","0.0","T","12.4","","12.4","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-02","1955","02","-6.4","","-15.6","","-11.0","","7.8","","-31.1","","0.0","T","16.8","","16.8","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-03","1955","03","-4.2","","-14.2","","-9.2","","12.8","","-33.3","","6.6","","20.8","","27.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-04","1955","04","7.8","","-1.7","","3.1","","20.6","","-10.6","","14.5","","73.7","","88.1","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-05","1955","05","15.6","","4.1","","9.9","","27.2","","-1.1","","12.4","","0.0","T","12.4","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-06","1955","06","21.9","","10.1","","16.0","","28.3","","2.8","","36.1","","0.0","","36.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-07","1955","07","22.7","","12.2","","17.5","","33.3","","6.1","S","129.3","","0.0","","129.3","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-08","1955","08","22.8","","9.9","","16.4","","31.1","","4.4","","19.8","","0.0","","19.8","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-09","1955","09","14.9","","4.9","","9.9","","27.8","","-3.3","","80.0","","6.1","","86.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-10","1955","10","10.7","","0.4","","5.6","","21.7","","-6.7","","5.8","","17.5","","23.4","","10","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-11","1955","11","-11.2","","-18.2","","-14.7","","8.9","","-27.8","S","1.3","","10.9","","12.2","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1955-12","1955","12","-13.4","","-20.3","","-16.9","","-2.2","","-30.0","S","0.0","","47.0","","47.0","","36","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-01","1956","01","-15.2","","-22.1","","-18.7","","-4.4","","-28.9","S","0.0","","28.2","","28.2","","46","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-02","1956","02","-8.0","","-17.9","","-13.0","","7.2","","-34.4","","0.0","T","30.5","","30.5","","38","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-03","1956","03","-1.9","","-10.2","","-6.1","","10.6","","-27.2","S","0.0","T","30.5","","30.5","","8","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-04","1956","04","7.2","","-2.7","","2.3","","16.1","S","-15.6","","0.5","","15.7","","16.3","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-05","1956","05","19.9","","6.1","","13.0","","30.0","","-5.0","S","7.1","","0.0","T","7.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-06","1956","06","21.1","","9.8","","15.5","","29.4","S","5.0","","132.3","","0.0","","132.3","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-07","1956","07","23.1","","12.3","","17.7","","32.2","","6.1","","69.9","","0.0","","69.9","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-08","1956","08","22.1","","11.2","","16.7","","28.9","","5.0","","104.9","","0.0","","104.9","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-09","1956","09","15.6","","5.3","","10.5","","23.9","","-4.4","","29.5","","5.6","","35.1","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-10","1956","10","9.6","","-1.3","","4.2","","24.4","","-10.0","S","4.6","","8.1","","12.7","","5","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-11","1956","11","5.9","","-3.6","","1.2","","13.3","S","-13.3","","9.1","","2.5","","11.7","","0","","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1956-12","1956","12","-5.9","","-14.3","","-10.1","","10.6","","-32.2","","2.0","","30.2","","32.3","","0","T","","","",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-01","1957","01","-10.4","","-18.9","","-14.7","","1.1","S","-30.0","","0.0","","14.2","","14.2","","13","","32","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-02","1957","02","-6.8","","-17.2","","-12.0","","7.2","","-30.6","S","0.0","T","18.5","","18.5","","8","","34","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-03","1957","03","0.3","","-9.6","","-4.7","","9.4","","-22.2","","0.0","T","16.3","","16.3","","0","T","36","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-04","1957","04","10.8","","-1.2","","4.8","","27.2","","-12.8","","16.8","","2.5","","19.3","","0","","2","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-05","1957","05","18.2","","6.2","","12.2","","27.8","","0.0","S","11.7","","0.0","T","11.7","","0","","32","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-06","1957","06","21.2","","8.8","","15.0","","27.8","","2.2","","28.2","","0.0","","28.2","","0","","18","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-07","1957","07","23.8","","10.9","","17.4","","30.6","","6.7","","34.0","","0.0","","34.0","","0","","32","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-08","1957","08","20.4","","9.7","","15.1","","26.7","S","3.3","","92.2","","0.0","","92.2","","0","","11","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-09","1957","09","19.0","","7.4","","13.2","","25.0","S","-5.0","","18.8","","0.0","T","18.8","","0","","36","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-10","1957","10","7.5","","-3.3","","2.1","","25.6","","-12.8","","4.1","","26.2","","30.2","","0","","32","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-11","1957","11","2.8","","-5.3","","-1.3","","11.7","","-16.1","","11.9","","18.5","","30.5","","8","","32","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1957-12","1957","12","-3.1","","-10.9","","-7.0","","7.8","","-22.8","","1.3","","16.8","","18.0","","10","","34","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-01","1958","01","-3.4","","-11.1","","-7.3","","8.3","","-19.4","","0.0","T","23.1","","23.1","","23","","34","","51",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-02","1958","02","-9.1","","-16.3","","-12.7","","11.7","","-31.7","","0.0","T","22.9","","22.9","","23","","16","","42","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-03","1958","03","-1.9","","-8.4","","-5.2","","3.9","","-18.9","","1.0","","8.9","","9.9","","3","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-04","1958","04","9.8","","-0.1","","4.9","","21.1","","-5.6","","7.4","","2.0","","9.4","","0","","34","","77","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-05","1958","05","20.2","","7.3","","13.8","","28.9","","-3.3","","23.4","","2.5","","25.9","","0","","34","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-06","1958","06","19.9","","9.1","","14.5","","27.8","","2.8","","58.4","","0.0","","58.4","","0","","2","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-07","1958","07","23.7","","11.1","","17.4","","30.6","S","6.7","S","60.2","","0.0","","60.2","","0","","36","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-08","1958","08","23.7","","11.9","","17.8","","31.7","","7.2","","71.9","","0.0","","71.9","","0","","20","","100",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-09","1958","09","15.6","","5.8","","10.7","","26.7","","-0.6","S","103.1","","1.8","","104.9","","0","","34","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-10","1958","10","12.7","","1.0","","6.9","","21.7","S","-6.1","","4.8","","1.8","","6.6","","0","","36","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-11","1958","11","0.1","","-8.2","","-4.1","","15.0","","-20.6","","2.5","","14.7","","17.3","","13","","34","","60","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1958-12","1958","12","-5.3","","-13.2","","-9.3","","7.8","","-28.9","","2.5","","23.4","","25.9","","13","","36","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-01","1959","01","-16.0","","-22.4","","-19.2","","-0.6","S","-35.0","","0.0","T","23.1","","23.1","","23","","34","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-02","1959","02","-5.2","","-15.8","","-10.5","","10.0","S","-30.6","","0.0","T","6.4","","6.4","","13","","34","","105",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-03","1959","03","5.8","","-2.9","","1.5","","12.8","S","-8.3","","1.3","","5.1","","6.4","","0","T","34","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-04","1959","04","11.1","","-0.8","","5.2","","18.9","","-10.0","","1.5","","6.1","","7.6","","0","","34","","90",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-05","1959","05","14.7","","2.7","","8.7","","29.4","","-4.4","","19.1","","21.8","","40.9","","0","","32","","84",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-06","1959","06","19.1","","8.7","","13.9","","23.3","S","5.6","","68.3","","0.0","","68.3","","0","","29","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-07","1959","07","24.2","","12.4","","18.3","","33.3","","8.9","S","68.3","","0.0","","68.3","","0","","27","","92",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-08","1959","08","18.2","","9.1","","13.7","","28.3","","1.7","","98.0","","0.0","","98.0","","0","","36","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-09","1959","09","14.5","","4.8","","9.7","","23.3","","-4.4","","50.5","","0.0","T","50.5","","0","","29","","72","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-10","1959","10","6.9","","-0.6","","3.2","","20.0","","-12.2","","19.8","","21.3","","41.1","","0","","32","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-11","1959","11","-0.8","","-8.5","","-4.7","","11.1","","-25.6","","0.3","","11.2","","11.4","","3","","32","","98",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1959-12","1959","12","0.6","","-6.4","","-2.9","","8.3","","-12.8","","0.8","","25.1","","25.9","","18","","32","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-01","1960","01","-8.0","","-18.0","","-13.0","","5.6","","-28.9","","0.0","T","6.6","","6.6","","8","","29","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-02","1960","02","-6.5","","-14.3","","-10.4","","5.0","","-25.0","S","0.8","","21.8","","22.6","","13","","32","","80",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-03","1960","03","-1.4","","-11.9","","-6.7","","15.0","","-33.3","","0.0","T","9.7","","9.7","","3","","32","","66",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-04","1960","04","11.4","","-0.1","","5.7","","17.8","S","-4.4","","3.6","","0.5","","4.1","","0","","34","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-05","1960","05","15.3","","3.8","","9.6","","25.6","","-5.0","","57.7","","2.0","","59.7","","0","","36","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-06","1960","06","18.2","","8.3","","13.3","","26.1","","2.8","","72.6","","0.0","","72.6","","0","","23","","117",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-07","1960","07","25.1","","13.1","","19.1","","32.2","","7.2","","81.8","","0.0","","81.8","","0","","36","","92",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-08","1960","08","20.8","","10.6","","15.7","","28.9","","3.3","","94.5","","0.0","","94.5","","0","","32","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-09","1960","09","17.4","","5.6","","11.5","","26.1","","0.6","S","60.7","","0.0","T","60.7","","0","","29","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-10","1960","10","11.4","","1.8","","6.6","","22.8","S","-6.7","","31.0","","11.2","","42.2","","0","T","32","","63","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-11","1960","11","-0.6","","-8.7","","-4.7","","15.0","","-22.2","S","0.0","T","23.1","","17.5","","13","","34","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1960-12","1960","12","-2.4","","-11.2","","-6.8","","8.9","","-25.0","","2.8","","26.7","","26.9","","13","","29","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-01","1961","01","-3.4","","-12.7","","-8.1","","6.7","","-23.3","","1.3","","8.4","","8.6","","15","","32","","56","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-02","1961","02","-3.6","","-12.6","","-8.1","","8.9","","-28.9","S","0.0","T","29.0","","18.8","","18","","29","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-03","1961","03","1.9","","-6.1","","-2.1","","13.3","","-20.0","","1.3","","5.3","","4.6","","0","","32","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-04","1961","04","8.6","","-2.1","","3.3","","18.3","","-11.7","","6.1","","17.8","","22.9","","0","","29","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-05","1961","05","18.2","","6.2","","12.2","","29.4","S","-1.7","","21.8","","2.8","","24.6","","0","","2","","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-06","1961","06","24.9","","12.5","","18.7","","33.9","","6.7","","46.7","","0.0","","46.7","","0","","25","","97",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-07","1961","07","23.6","","12.2","","17.9","","34.4","","8.9","","95.0","","0.0","","95.0","","0","","34","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-08","1961","08","25.7","","11.8","","18.8","","32.2","","5.6","","5.6","","0.0","","5.6","","0","","29","","97",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-09","1961","09","14.4","","2.9","","8.7","","25.0","","-3.9","","24.9","","1.0","","25.9","","0","","29","","69","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-10","1961","10","9.8","","-1.8","","4.0","","26.1","","-15.6","","7.4","","19.3","","24.9","","0","","29","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-11","1961","11","-0.7","","-9.9","","-5.3","","12.8","S","-23.9","","0.0","T","21.3","","16.8","","18","","32","","100",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1961-12","1961","12","-11.1","","-22.4","","-16.8","","5.0","","-33.9","","0.0","T","31.5","","20.3","","18","","29","","76",""
